  0, 0.9544
 10, 0.9544
 20, 0.9543
 30, 0.9541
 40, 0.954
 50, 0.9535
 60, 0.9527
 70, 0.9526
 80, 0.9525
 90, 0.9524
100, 0.9522
110, 0.952
120, 0.9518
130, 0.9517
140, 0.9516
150, 0.9513
160, 0.9511
170, 0.951
180, 0.951
190, 0.9509
200, 0.9509
210, 0.9508
220, 0.9507
230, 0.9507
240, 0.9507
250, 0.9506
260, 0.9506
270, 0.9506
280, 0.9505
290, 0.9505
300, 0.9504
310, 0.9503
320, 0.9503
330, 0.9502
340, 0.95
350, 0.9497
360, 0.9496
370, 0.9495
380, 0.9492
390, 0.9456
400, 0.949
410, 0.949
420, 0.9395
430, 0.9489
440, 0.9489
450, 0.9489
460, 0.9488
470, 0.9488
480, 0.9441
490, 0.9513
500, 0.9488
510, 0.9488
520, 0.9488
530, 0.9488
540, 0.9488
550, 0.9488
560, 0.9488
570, 0.9488
580, 0.9488
590, 0.9488
600, 0.9488
610, 0.9488
620, 0.9488
630, 0.9488
640, 0.9488
650, 0.9488
660, 0.9488
670, 0.9487
680, 0.9487
690, 0.9487
700, 0.9487
710, 0.9487
720, 0.9487
730, 0.9487
740, 0.9487
750, 0.9487
760, 0.9487
770, 0.9487
780, 0.9487
790, 0.9487
800, 0.9487
810, 0.9487
820, 0.9487
830, 0.9487
840, 0.9487
850, 0.9487
860, 0.9487
870, 0.9487
880, 0.9487
890, 0.9487
900, 0.9487
910, 0.9487
920, 0.9487
930, 0.9487
940, 0.9487
950, 0.9487
960, 0.9487
970, 0.9487
980, 0.9487
990, 0.9487
1000, 0.9487
