  0, 0.7141
 10, 0.7571
 20, 0.7805
 30, 0.796
 40, 0.8038
 50, 0.81
 60, 0.8132
 70, 0.8153
 80, 0.8182
 90, 0.8212
100, 0.8232
110, 0.8247
120, 0.8266
130, 0.8288
140, 0.8309
150, 0.8325
160, 0.834
170, 0.8357
180, 0.8374
190, 0.8387
200, 0.8393
210, 0.8406
220, 0.8416
230, 0.8425
240, 0.8435
250, 0.8447
260, 0.8456
270, 0.8465
280, 0.8472
290, 0.848
300, 0.8487
310, 0.8493
320, 0.8497
330, 0.8503
340, 0.8511
350, 0.8513
360, 0.8518
370, 0.8523
380, 0.8528
390, 0.8533
400, 0.8538
410, 0.8544
420, 0.855
430, 0.8553
440, 0.8556
450, 0.856
460, 0.8563
470, 0.8567
480, 0.8569
490, 0.8573
500, 0.8575
510, 0.8578
520, 0.8581
530, 0.8582
540, 0.8584
550, 0.8586
560, 0.8588
570, 0.859
580, 0.8592
590, 0.8594
600, 0.8597
610, 0.8599
620, 0.8603
630, 0.8605
640, 0.8605
650, 0.8608
660, 0.8608
670, 0.8608
680, 0.8609
690, 0.861
700, 0.8609
710, 0.861
720, 0.8611
730, 0.8613
740, 0.8614
750, 0.8614
760, 0.8616
770, 0.8614
780, 0.8614
790, 0.8615
800, 0.8612
810, 0.861
820, 0.8612
830, 0.8612
840, 0.8612
850, 0.8607
860, 0.8608
870, 0.8607
880, 0.8607
890, 0.8606
900, 0.8605
910, 0.8603
920, 0.8603
930, 0.8602
940, 0.8597
950, 0.8592
960, 0.8589
970, 0.8589
980, 0.8586
990, 0.8583
1000, 0.8575
